VARIABLES = "X", "Y", "ro", "u", "v", "e_tot" 
ZONE I=2, J=2, DATAPACKING=POINT
-1.594144e+00 1.000000e-15 9.967457e-01 1.382422e-01 4.174812e-05 2.506308e+00
-1.061330e+00 4.796266e-08 1.000616e+00 1.430387e-01 -1.023608e-04 2.510830e+00
-1.594144e+00 1.875000e-01 9.966848e-01 1.384261e-01 3.727560e-05 2.506269e+00
-1.062763e+00 1.875000e-01 1.000826e+00 1.425941e-01 -9.331597e-05 2.510987e+00
VARIABLES = "X", "Y", "ro", "u", "v", "e_tot" 
ZONE I=2, J=2, DATAPACKING=POINT
-1.061330e+00 4.796266e-08 1.000118e+00 1.443466e-01 -5.595971e-04 2.510488e+00
-5.285278e-01 1.902932e-03 1.002897e+00 1.360682e-01 3.146246e-03 2.512228e+00
-1.062763e+00 1.875000e-01 9.997438e-01 1.419716e-01 -4.244093e-04 2.509834e+00
-5.313813e-01 1.875000e-01 1.001446e+00 1.426323e-01 1.399412e-03 2.511585e+00
VARIABLES = "X", "Y", "ro", "u", "v", "e_tot" 
ZONE I=2, J=2, DATAPACKING=POINT
-5.285278e-01 1.902932e-03 1.012656e+00 1.319759e-01 1.750893e-02 2.521463e+00
0.000000e+00 6.250000e-02 1.011137e+00 1.500067e-01 1.770039e-02 2.522856e+00
-5.313813e-01 1.875000e-01 1.003326e+00 1.426298e-01 2.967197e-03 2.513416e+00
0.000000e+00 1.875000e-01 1.007187e+00 1.418565e-01 2.028230e-03 2.517065e+00
VARIABLES = "X", "Y", "ro", "u", "v", "e_tot" 
ZONE I=2, J=2, DATAPACKING=POINT
0.000000e+00 6.250000e-02 9.890892e-01 1.505601e-01 -1.647372e-02 2.500931e+00
5.285278e-01 1.902932e-03 9.869804e-01 1.323500e-01 -1.851891e-02 2.495845e+00
0.000000e+00 1.875000e-01 9.949472e-01 1.420350e-01 -1.487517e-03 2.504826e+00
5.313813e-01 1.875000e-01 9.955121e-01 1.427134e-01 -3.294714e-03 2.505643e+00
VARIABLES = "X", "Y", "ro", "u", "v", "e_tot" 
ZONE I=2, J=2, DATAPACKING=POINT
5.285278e-01 1.902932e-03 9.965213e-01 1.359252e-01 -3.733816e-03 2.505982e+00
1.061330e+00 4.796266e-08 1.000795e+00 1.433511e-01 7.363029e-04 2.510719e+00
5.313813e-01 1.875000e-01 9.977057e-01 1.428840e-01 -1.673759e-03 2.508013e+00
1.062763e+00 1.875000e-01 1.001321e+00 1.410693e-01 4.889867e-04 2.510981e+00
VARIABLES = "X", "Y", "ro", "u", "v", "e_tot" 
ZONE I=2, J=2, DATAPACKING=POINT
1.061330e+00 4.796266e-08 1.001492e+00 1.414132e-01 1.387254e-04 2.510054e+00
1.594144e+00 1.000000e-15 9.961292e-01 1.450909e-01 -5.692770e-05 2.509886e+00
1.062763e+00 1.875000e-01 1.001335e+00 1.408722e-01 1.154269e-04 2.509824e+00
1.594144e+00 1.875000e-01 9.961254e-01 1.453250e-01 -4.534771e-05 2.509931e+00
